start	end	spacer	repeat_unit
216975	216990	6	5
217031	217043	1	6
217067	217082	6	5
217176	217189	4	5
217952	217967	4	6
217964	217976	1	6
217966	217983	6	6
217984	217999	6	5
218107	218124	6	6
218206	218221	6	5
218287	218305	7	6
218564	218577	4	5
218699	218715	5	6
218736	218753	8	5
218805	218823	5	7
218921	218933	3	5
219006	219022	7	5
219041	219062	8	7
219058	219072	5	5
219074	219086	1	6
219095	219111	7	5
219126	219138	3	5
219349	219364	6	5
219957	219970	4	5
220042	220058	7	5
220058	220075	4	7
220140	220152	3	5
220262	220278	5	6
220272	220286	5	5
221038	221054	7	5
221726	221738	3	5
221775	221794	8	6
222157	222178	8	7
222426	222441	6	5
222678	222692	5	5
222719	222736	6	6
223012	223025	0	7
223431	223444	0	7
223499	223514	4	6
223545	223557	1	6
223552	223569	8	5
223578	223590	3	5
223740	223756	7	5
223753	223765	3	5
223847	223862	2	7
223933	223947	5	5
224042	224059	8	5
224931	224945	5	5
224957	224973	5	6
224977	224993	7	5
225078	225099	8	7
225092	225107	6	5
225377	225390	4	5
225408	225424	7	5
225456	225476	3	9
225526	225542	7	5
225537	225551	5	5
225548	225564	7	5
225680	225697	6	6
225870	225885	6	5
225882	225898	7	5
225889	225906	4	7
226398	226414	5	6
226498	226515	8	5
226555	226574	8	6
226808	226823	6	5
226819	226835	7	5
227034	227052	7	6
227143	227160	8	5
227533	227547	5	5
227703	227719	7	5
227750	227764	5	5
227963	227977	5	5
228305	228319	5	5
228549	228563	5	5
228837	228849	3	5
228892	228907	6	5
228955	228971	7	5
229017	229036	6	7
229076	229092	7	5
229195	229209	5	5
229200	229212	3	5
229686	229703	8	5
229980	229999	4	8
230181	230195	5	5
230349	230363	3	6
230606	230623	8	5
230822	230835	4	5
230833	230847	5	5
230882	230900	7	6
230896	230916	7	7
230999	231016	2	8
231208	231225	8	5
231240	231256	7	5
231623	231636	4	5
231788	231805	6	6
231932	231951	4	8
232033	232047	5	5
232111	232124	4	5
232139	232154	6	5
232420	232435	6	5
232553	232583	7	12
232615	232633	5	7
232668	232680	3	5
232681	232696	6	5
232685	232697	3	5
232748	232765	8	5
232842	232858	7	5
233231	233247	7	5
233308	233322	5	5
233444	233460	3	7
233446	233461	6	5
233534	233546	3	5
233654	233669	6	5
233727	233743	7	5
233893	233912	8	6
234084	234099	6	5
234096	234110	3	6
234097	234113	3	7
234323	234340	4	7
234549	234568	8	6
234563	234575	1	6
234572	234587	2	7
234896	234909	2	6
234899	234912	4	5
235200	235222	7	8
235341	235360	6	7
235353	235369	7	5
235386	235401	6	5
235658	235683	6	10
236101	236119	7	6
236186	236199	4	5
236470	236482	3	5
236554	236571	6	6
236599	236611	3	5
236667	236683	7	5
236813	236826	4	5
236910	236923	4	5
236958	236974	7	5
237014	237029	4	6
237144	237163	8	6
237203	237219	7	5
237516	237530	5	5
237532	237546	3	6
237775	237790	6	5
238132	238155	6	9
238167	238181	5	5
238177	238190	2	6
238229	238246	8	5
238231	238245	5	5
238414	238427	4	5
238573	238586	4	5
238703	238715	3	5
239584	239600	5	6
239599	239615	7	5
239956	239973	6	6
240026	240039	4	5
240280	240294	3	6
240400	240416	7	5
240804	240819	6	5
240831	240852	4	9
241160	241172	3	5
241187	241201	5	5
241886	241898	1	6
242009	242022	4	5
242291	242304	2	6
242299	242311	3	5
242337	242351	1	7
242496	242509	2	6
242562	242576	5	5
242803	242820	8	5
242846	242860	5	5
243218	243231	4	5
243369	243388	8	6
243401	243420	8	6
243537	243554	8	5
243765	243777	3	5
243848	243864	7	5
244186	244199	4	5
244242	244258	7	5
244439	244457	5	7
244445	244458	4	5
244616	244633	8	5
244748	244760	1	6
244974	244995	8	7
245033	245054	8	7
245099	245116	4	7
245327	245341	5	5
245449	245463	5	5
245601	245620	8	6
245651	245663	3	5
245777	245796	8	6
245790	245805	6	5
246161	246174	4	5
246218	246236	7	6
246243	246257	3	6
246253	246267	3	6
246413	246428	6	5
246529	246541	3	5
246633	246648	4	6
247354	247370	7	5
247515	247528	4	5
247872	247888	7	5
247978	247991	2	6
248050	248065	6	5
248156	248169	4	5
248221	248234	4	5
248257	248270	4	5
248453	248469	7	5
248860	248876	1	8
249297	249311	5	5
249364	249380	7	5
249584	249598	5	5
249735	249749	5	5
249745	249759	5	5
249803	249817	3	6
249861	249877	7	5
250047	250065	7	6
250056	250068	3	5
250188	250200	3	5
250333	250350	8	5
250481	250493	3	5
250481	250496	2	7
250482	250498	5	6
250656	250670	5	5
250726	250738	3	5
250795	250809	5	5
251122	251138	7	5
251392	251409	8	5
251726	251741	6	5
251866	251880	5	5
251956	251971	6	5
252081	252094	4	5
252250	252264	5	5
252465	252479	5	5
252581	252602	6	8
252778	252794	7	5
252836	252849	4	5
253052	253066	5	5
253133	253149	3	7
253333	253351	7	6
253395	253408	4	5
253904	253916	3	5
254111	254126	6	5
254189	254202	4	5
254855	254868	2	6
254910	254928	7	6
255103	255115	3	5
255376	255391	6	5
255525	255540	4	6
255661	255674	4	5
255678	255692	1	7
256227	256242	6	5
256499	256516	8	5
256617	256632	6	5
256644	256658	3	6
256788	256805	8	5
256865	256882	6	6
256886	256900	5	5
256940	256957	6	6
257057	257073	7	5
257514	257527	4	5
257542	257555	4	5
257618	257630	3	5
257771	257787	3	7
257781	257795	5	5
257957	257969	3	5
258171	258184	4	5
258366	258382	7	5
258409	258422	4	5
258689	258706	8	5
258695	258713	7	6
258905	258917	3	5
258912	258931	8	6
259015	259037	5	9
259120	259137	4	7
259149	259164	6	5
259323	259337	5	5
259513	259528	6	5
259645	259660	4	6
259772	259788	7	5
259907	259922	6	5
259944	259960	7	5
260138	260150	3	5
260154	260169	6	5
260168	260187	8	6
260192	260206	5	5
260191	260210	8	6
260227	260246	6	7
260358	260371	4	5
260503	260516	4	5
260751	260763	3	5
260762	260775	4	5
261448	261463	6	5
261566	261581	6	5
261978	261993	4	6
262038	262056	7	6
262123	262139	7	5
262344	262359	6	5
262384	262398	5	5
262451	262468	8	5
262453	262465	3	5
262466	262486	7	7
262553	262565	3	5
262572	262586	5	5
262601	262616	6	5
262710	262723	2	6
262732	262745	4	5
262816	262829	4	5
262843	262856	2	6
262898	262912	3	6
263357	263372	6	5
263384	263396	3	5
263446	263463	6	6
263462	263479	8	5
263464	263478	3	6
263572	263584	3	5
263904	263920	7	5
264104	264119	6	5
264261	264276	6	5
264531	264544	4	5
264535	264550	6	5
264681	264700	8	6
264879	264893	5	5
265135	265150	6	5
265229	265251	7	8
265502	265519	8	5
265779	265792	2	6
265819	265832	4	5
265821	265839	7	6
266115	266127	3	5
266178	266194	7	5
266486	266501	0	8
266636	266650	5	5
266653	266666	4	5
266829	266842	4	5
267119	267132	4	5
267139	267155	5	6
267321	267334	4	5
267416	267430	5	5
268049	268062	4	5
268133	268145	1	6
268138	268152	5	5
268165	268180	6	5
268292	268307	6	5
268294	268308	5	5
268627	268643	7	5
268713	268730	8	5
268914	268931	4	7
268994	269007	4	5
269241	269255	5	5
269839	269855	5	6
270229	270244	6	5
270239	270257	5	7
270279	270296	8	5
270322	270336	5	5
270326	270340	3	6
270622	270639	6	6
270628	270644	7	5
270692	270704	3	5
270846	270863	6	6
271017	271038	8	7
271129	271146	8	5
271168	271180	1	6
272057	272073	7	5
272288	272306	7	6
272326	272344	5	7
272576	272590	5	5
272612	272626	5	5
272652	272666	5	5
272659	272674	4	6
272762	272776	5	5
272896	272911	4	6
272984	272999	6	5
273153	273170	8	5
273156	273168	3	5
273179	273195	7	5
273186	273199	4	5
273369	273386	8	5
273371	273387	7	5
273454	273467	4	5
273606	273621	6	5
273695	273714	8	6
274209	274223	5	5
274249	274261	3	5
274329	274344	4	6
274415	274428	4	5
274499	274516	8	5
274738	274750	3	5
274933	274950	8	5
274970	274985	6	5
275009	275024	4	6
275213	275225	3	5
275345	275361	7	5
276373	276387	5	5
276599	276616	8	5
276938	276952	5	5
276969	276986	8	5
277423	277435	3	5
277555	277569	5	5
277595	277608	4	5
277661	277678	8	5
277706	277720	5	5
278030	278047	8	5
278272	278288	7	5
278285	278302	6	6
278362	278376	3	6
278655	278672	6	6
278769	278785	7	5
279091	279106	4	6
279138	279155	8	5
279212	279224	3	5
279426	279439	4	5
279653	279669	7	5
279664	279677	4	5
279800	279816	7	5
280231	280248	6	6
280273	280291	7	6
280374	280389	6	5
280944	280959	6	5
280993	281007	5	5
281088	281103	6	5
281660	281674	5	5
281719	281731	1	6
281799	281813	5	5
281869	281884	6	5
281981	281998	8	5
282217	282231	5	5
282236	282254	5	7
282301	282313	1	6
282372	282389	8	5
282393	282409	7	5
282461	282478	8	5
282482	282496	5	5
282484	282498	5	5
282503	282522	8	6
282505	282526	6	8
282664	282676	1	6
282697	282712	6	5
283030	283044	5	5
283171	283188	8	5
283261	283273	3	5
283436	283452	7	5
283511	283524	4	5
283555	283571	7	5
283615	283635	7	7
283920	283932	3	5
284084	284101	6	6
284300	284315	6	5
284402	284416	5	5
284427	284440	4	5
284780	284797	8	5
284985	285002	8	5
284987	285002	6	5
285042	285058	7	5
285107	285123	7	5
285117	285130	2	6
285123	285138	6	5
285172	285186	5	5
285187	285214	8	10
285229	285242	4	5
285237	285251	5	5
285874	285889	6	5
285874	285895	6	8
286012	286024	3	5
286081	286095	5	5
286307	286320	2	6
286647	286661	5	5
286700	286716	5	6
286835	286850	6	5
286872	286884	3	5
287076	287091	6	5
287113	287126	4	5
287160	287172	3	5
287251	287264	4	5
287291	287306	6	5
287389	287403	3	6
287512	287528	7	5
288121	288137	7	5
288129	288142	4	5
288146	288159	2	6
288239	288251	3	5
288243	288255	3	5
288388	288405	6	6
288422	288437	6	5
288424	288437	4	5
288478	288494	5	6
288645	288657	3	5
288689	288703	5	5
288728	288745	8	5
288751	288765	5	5
288872	288885	4	5
289064	289079	4	6
289193	289211	7	6
289205	289221	5	6
289246	289266	3	9
289858	289871	4	5
290293	290310	8	5
290335	290348	2	6
290456	290469	4	5
290683	290695	3	5
290897	290910	4	5
291124	291140	7	5
291135	291148	4	5
291271	291287	7	5
291745	291759	5	5
291756	291768	1	6
291960	291981	6	8
292073	292085	3	5
292215	292228	4	5
292292	292312	1	10
292687	292704	8	5
292812	292827	6	5
292880	292892	1	6
292918	292932	3	6
292971	292991	5	8
293172	293187	6	5
293405	293421	7	5
293511	293527	7	5
293511	293528	8	5
293511	293526	4	6
293602	293617	6	5
293884	293902	5	7
293894	293912	7	6
294244	294262	5	7
294257	294273	5	6
294347	294364	8	5
294451	294463	3	5
294595	294612	6	6
294702	294715	4	5
294899	294916	6	6
294903	294917	5	5
294907	294924	2	8
294926	294940	5	5
294980	294992	1	6
295018	295035	8	5
295026	295039	2	6
295041	295054	4	5
295066	295084	5	7
295258	295275	8	5
295528	295545	8	5
295622	295635	4	5
295651	295663	3	5
295665	295678	4	5
295679	295700	8	7
295697	295714	8	5
295858	295877	8	6
296220	296233	4	5
296248	296266	7	6
296288	296304	7	5
296655	296667	3	5
296873	296887	5	5
296943	296959	7	5
297050	297063	4	5
297145	297157	1	6
297187	297203	7	5
297205	297221	3	7
297406	297418	3	5
297927	297939	3	5
298214	298228	5	5
298259	298276	8	5
298413	298426	2	6
298421	298434	4	5
298469	298481	3	5
298535	298552	8	5
298549	298565	5	6
298561	298573	1	6
298681	298694	4	5
298804	298821	8	5
298910	298927	8	5
299043	299059	3	7
299084	299097	4	5
299295	299307	1	6
299371	299384	2	6
299545	299562	8	5
299636	299651	6	5
299776	299792	7	5
299978	299991	4	5
299986	300000	3	6
300032	300049	8	5
300158	300173	4	6
300411	300430	8	6
300447	300462	6	5
300550	300566	7	5
300864	300881	8	5
301020	301034	5	5
301532	301545	2	6
301608	301624	7	5
301675	301688	4	5
301993	302009	7	5
302217	302233	5	6
302422	302438	7	5
302463	302478	4	6
302537	302552	6	5
302572	302589	8	5
302898	302913	6	5
303617	303649	7	13
303643	303659	5	6
303654	303671	6	6
303881	303896	4	6
304076	304097	8	7
304223	304235	3	5
304604	304618	5	5
304759	304771	3	5
305072	305084	3	5
305267	305282	6	5
305348	305361	2	6
305593	305606	4	5
305855	305870	6	5
306228	306242	5	5
306586	306599	2	6
306610	306625	6	5
306637	306653	7	5
306665	306682	8	5
306688	306702	5	5
307112	307128	7	5
307249	307264	6	5
307267	307286	8	6
307402	307418	7	5
307446	307458	3	5
307814	307830	7	5
308516	308530	5	5
308521	308533	3	5
308606	308621	6	5
308812	308828	7	5
308860	308873	4	5
308884	308896	3	5
308927	308941	5	5
309159	309171	3	5
309164	309180	7	5
309582	309599	8	5
309792	309805	4	5
309975	309989	5	5
310031	310045	5	5
310048	310068	5	8
310171	310188	4	7
310250	310265	4	6
310350	310364	5	5
310478	310490	3	5
310490	310502	3	5
310535	310548	4	5
310583	310596	4	5
310627	310642	6	5
311012	311027	6	5
311089	311105	7	5
311110	311127	8	5
311347	311365	3	8
311426	311445	8	6
311595	311611	7	5
311641	311658	8	5
311699	311715	7	5
311762	311775	4	5
311828	311845	8	5
312210	312222	3	5
312289	312323	7	14
312299	312311	3	5
312320	312335	6	5
312328	312344	1	8
312644	312657	2	6
312726	312743	6	6
312788	312802	3	6
312789	312806	0	9
312794	312806	3	5
312984	312998	5	5
313009	313021	1	6
313100	313112	1	6
313201	313219	5	7
313270	313284	3	6
313307	313324	8	5
313345	313357	1	6
313419	313435	7	5
313432	313444	1	6
313873	313891	5	7
314053	314067	3	6
314054	314073	6	7
314062	314079	6	6
314067	314081	1	7
314238	314252	5	5
314245	314262	8	5
314244	314269	4	11
314587	314602	6	5
314823	314836	4	5
314868	314887	6	7
315109	315121	3	5
315274	315287	4	5
315560	315575	6	5
316042	316054	3	5
316150	316163	4	5
316277	316289	3	5
316285	316301	5	6
316565	316578	2	6
317085	317098	4	5
317337	317350	2	6
317553	317584	6	13
317638	317655	8	5
317702	317719	8	5
317938	317955	6	6
318359	318374	6	5
318503	318519	7	5
318547	318562	6	5
318558	318573	6	5
318613	318629	7	5
318638	318665	6	11
318686	318702	7	5
318713	318728	4	6
318908	318925	8	5
319169	319181	3	5
319239	319253	5	5
319387	319404	6	6
319585	319597	1	6
319726	319740	5	5
319837	319852	4	6
320170	320184	5	5
320421	320438	6	6
320464	320480	5	6
320521	320535	5	5
320722	320742	5	8
320794	320808	5	5
320846	320860	3	6
320993	321009	7	5
321205	321218	2	6
321228	321240	3	5
321294	321308	5	5
321360	321373	2	6
321433	321448	6	5
321475	321493	3	8
321550	321562	3	5
321550	321563	4	5
321549	321565	5	6
321626	321643	6	6
321662	321677	6	5
321947	321961	3	6
322694	322707	4	5
322886	322901	6	5
322909	322924	6	5
322944	322958	5	5
323211	323225	5	5
323313	323325	3	5
323473	323486	4	5
323678	323695	8	5
323704	323720	7	5
323804	323818	5	5
323886	323898	3	5
324064	324080	7	5
324111	324123	3	5
324249	324265	7	5
324333	324348	6	5
324715	324730	6	5
324734	324749	6	5
324867	324883	3	7
325113	325129	7	5
325384	325396	3	5
326229	326244	6	5
326231	326248	8	5
326643	326659	7	5
326734	326746	3	5
326822	326835	4	5
327009	327023	5	5
327035	327054	8	6
327205	327221	1	8
327284	327301	8	5
327583	327598	6	5
327828	327845	6	6
327959	327973	5	5
328229	328246	8	5
328368	328386	5	7
328811	328824	4	5
328892	328909	8	5
328971	328984	4	5
328990	329008	7	6
329229	329243	5	5
329379	329398	8	6
329510	329522	3	5
329540	329557	8	5
329609	329621	3	5
330512	330524	3	5
331025	331038	4	5
331299	331317	7	6
331342	331357	6	5
331515	331536	8	7
331638	331662	7	9
331675	331692	6	6
331689	331703	3	6
331711	331723	1	6
331873	331886	2	6
332184	332198	3	6
332547	332562	6	5
332670	332684	5	5
333230	333243	2	6
333269	333284	2	7
333396	333412	7	5
333549	333561	3	5
333626	333641	6	5
333972	333986	5	5
334001	334014	0	7
334371	334388	8	5
334641	334658	8	5
335156	335176	1	10
335447	335462	6	5
335496	335511	6	5
335815	335831	7	5
335905	335926	8	7
336165	336182	8	5
336196	336211	6	5
336307	336323	1	8
336318	336333	6	5
336389	336405	7	5
336558	336574	5	6
336560	336575	6	5
336722	336737	6	5
336859	336873	1	7
336971	336985	3	6
337028	337043	6	5
337088	337100	3	5
337164	337178	5	5
337220	337236	7	5
337347	337363	7	5
337548	337565	8	5
337560	337573	4	5
337632	337644	3	5
337782	337798	7	5
338086	338102	7	5
338356	338368	1	6
338372	338391	8	6
338522	338535	4	5
338532	338549	8	5
338562	338579	8	5
338815	338832	6	6
339153	339167	5	5
339213	339230	8	5
339514	339526	3	5
339605	339617	3	5
339616	339630	5	5
339707	339720	4	5
340183	340200	4	7
340205	340217	3	5
340376	340388	1	6
340492	340505	2	6
340517	340533	7	5
340523	340539	7	5
340837	340849	1	6
340882	340899	6	6
340929	340944	6	5
341208	341225	8	5
341710	341724	1	7
341778	341794	5	6
341779	341796	8	5
341909	341924	6	5
342019	342036	8	5
342136	342149	4	5
342219	342231	1	6
342287	342300	4	5
342395	342409	5	5
342552	342568	5	6
342797	342811	5	5
342945	342960	6	5
343370	343387	8	5
343484	343500	7	5
343568	343586	7	6
343572	343587	6	5
343982	343999	4	7
344043	344060	4	7
344508	344525	6	6
344660	344676	5	6
344697	344712	2	7
345075	345088	2	6
345206	345227	8	7
345228	345243	6	5
345364	345380	7	5
345569	345583	5	5
345621	345635	5	5
345631	345643	3	5
346208	346223	6	5
346238	346254	7	5
346337	346353	7	5
346433	346448	6	5
346599	346613	5	5
346610	346629	8	6
346698	346710	3	5
346819	346833	5	5
347012	347028	5	6
347178	347193	6	5
347214	347227	2	6
347222	347237	6	5
347385	347398	4	5
347419	347435	7	5
347510	347527	6	6
347564	347576	3	5
347576	347591	4	6
347874	347886	3	5
347909	347928	8	6
347976	347988	3	5
348298	348310	3	5
348463	348480	8	5
348588	348605	2	8
348599	348611	3	5
348771	348785	5	5
348773	348788	6	5
349439	349451	3	5
349612	349624	3	5
349614	349627	4	5
349671	349688	6	6
349682	349699	8	5
349762	349774	3	5
349775	349792	8	5
349855	349867	3	5
349868	349885	8	5
349948	349960	3	5
350212	350224	3	5
350502	350520	7	6
350737	350750	2	6
350917	350929	3	5
351161	351175	5	5
351446	351458	1	6
351487	351499	3	5
351764	351778	5	5
351801	351818	8	5
352081	352093	3	5
352731	352745	5	5
352758	352772	5	5
352885	352904	6	7
352900	352914	5	5
352928	352944	7	5
352962	352981	6	7
352998	353014	7	5
354623	354637	3	6
354671	354691	7	7
354677	354693	7	5
354743	354756	4	5
354819	354833	5	5
355196	355213	8	5
355569	355588	8	6
355651	355664	2	6
355766	355780	5	5
356058	356075	8	5
356120	356132	3	5
356233	356246	2	6
356501	356513	3	5
356631	356646	4	6
356634	356648	5	5
356645	356662	8	5
356662	356677	6	5
356875	356888	4	5
356938	356954	7	5
357374	357388	5	5
357418	357432	5	5
357569	357592	6	9
358020	358036	5	6
358477	358491	5	5
358485	358502	6	6
358719	358733	5	5
359101	359117	7	5
359315	359327	3	5
359388	359406	7	6
359542	359554	1	6
359628	359640	3	5
359638	359652	5	5
359764	359777	2	6
360199	360215	7	5
360253	360278	4	11
360261	360273	1	6
360268	360281	4	5
360495	360515	7	7
361305	361319	5	5
361605	361620	6	5
361846	361862	7	5
361963	361979	7	5
362104	362117	4	5
362505	362521	7	5
362507	362520	4	5
363047	363063	7	5
363185	363201	7	5
363203	363223	7	7
363242	363256	5	5
363386	363402	7	5
363658	363670	3	5
363721	363738	8	5
363882	363899	8	5
364102	364119	8	5
364257	364271	5	5
364306	364319	4	5
364576	364588	3	5
364582	364598	7	5
364760	364775	6	5
364942	364957	6	5
365121	365137	7	5
365160	365174	5	5
365171	365184	0	7
365257	365270	2	6
365294	365308	5	5
365474	365493	8	6
365629	365641	3	5
365746	365758	3	5
366089	366116	6	11
366104	366120	7	5
366395	366410	6	5
366398	366411	4	5
366439	366453	5	5
366551	366569	7	6
366611	366626	6	5
366743	366757	5	5
366824	366838	5	5
367049	367064	6	5
367409	367424	6	5
367511	367526	6	5
367663	367677	5	5
367680	367696	7	5
368040	368057	8	5
368050	368066	7	5
368145	368162	8	5
368275	368288	4	5
368308	368327	8	6
368369	368384	6	5
368454	368468	1	7
368750	368765	6	5
368899	368911	3	5
368959	368974	6	5
369927	369939	1	6
370092	370111	8	6
370216	370231	6	5
370516	370530	5	5
371057	371077	7	7
371150	371166	7	5
371166	371183	6	6
371993	372005	1	6
372037	372050	4	5
372142	372159	6	6
372240	372253	2	6
372252	372266	5	5
372374	372387	4	5
372513	372530	6	6
373048	373065	0	9
373082	373097	6	5
373184	373199	6	5
373195	373216	8	7
373323	373342	2	9
373351	373365	3	6
373415	373428	0	7
373669	373684	4	6
373686	373701	6	5
